timestamp_utc,frontend_cpu_usage,frontend_memory_usage,cartservice_cpu_usage,cartservice_memory_usage,productcatalogservice_cpu_usage,productcatalogservice_memory_usage,currencyservice_cpu_usage,currencyservice_memory_usage,paymentservice_cpu_usage,paymentservice_memory_usage,shippingservice_cpu_usage,shippingservice_memory_usage,emailservice_cpu_usage,emailservice_memory_usage,checkoutservice_cpu_usage,checkoutservice_memory_usage,recommendationservice_cpu_usage,recommendationservice_memory_usage,adservice_cpu_usage,adservice_memory_usage,frontend_label,cartservice_label,productcatalogservice_label,currencyservice_label,paymentservice_label,shippingservice_label,emailservice_label,checkoutservice_label,recommendationservice_label,adservice_label,unix_timestamp
2025-09-23 22:00:00+00:00,0.0008139323076091,37179392.0,0.019757378430659,148828160.0,0.0004030919180076,31404032.0,0.1401586994448851,112762880.0,0.0003125006121863,85991424.0,0.0014681077156038,28495872.0,0.001982332277769,89436160.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664800.0
2025-09-23 22:00:30+00:00,0.0008139323076091,37179392.0,0.0203378848853935,148881408.0,0.0004030919180076,31404032.0,0.1726421231582924,113471488.0,0.0003125006121863,85991424.0,0.0015217074161619,27758592.0,0.0020361882502079,89423872.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664830.0
2025-09-23 22:01:00+00:00,0.0008139323076091,37179392.0,0.020615473447818,148938752.0,0.0004030919180076,31404032.0,0.1751972965567632,114552832.0,0.0003125006121863,85991424.0,0.0012448367183629,27971584.0,0.0019329667677881,89423872.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664860.0
2025-09-23 22:01:30+00:00,0.0008139323076091,37179392.0,0.0260425070139219,148987904.0,0.0004030919180076,31404032.0,0.1867212455303932,115232768.0,0.0003125006121863,85991424.0,0.0012062891323234,27971584.0,0.0018837702241391,89423872.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664890.0
2025-09-23 22:02:00+00:00,0.0008139323076091,37179392.0,0.0260376403216021,148930560.0,0.0004030919180076,31404032.0,0.1987576724372337,115908608.0,0.0003125006121863,85991424.0,0.0012838654188765,28082176.0,0.0017846499999999,89423872.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664920.0
2025-09-23 22:02:30+00:00,0.0008139323076091,37179392.0,0.0246453885773862,148955136.0,0.0004030919180076,31404032.0,0.1989283012004365,116879360.0,0.0003125006121863,85991424.0,0.0019794511209364,28880896.0,0.0022745383867832,89423872.0,0.0004347812811497,27213824.0,0.0113773306295961,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664950.0
2025-09-23 22:03:00+00:00,0.0008139323076091,37179392.0,0.0248974381555423,148955136.0,0.0004030919180076,31404032.0,0.1771761686248802,106864640.0,0.0003125006121863,85991424.0,0.0020758517207548,28303360.0,0.0024834693046139,89440256.0,0.0004347812811497,27213824.0,0.0066597011673897,43745280.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758664980.0
2025-09-23 22:03:30+00:00,0.0008139323076091,37179392.0,0.020534837341515,148795392.0,0.0004030919180076,31404032.0,0.1343053925199915,107159552.0,0.0003125006121863,85991424.0,0.0020968483226431,26591232.0,0.0025828496908142,89440256.0,0.0004347812811497,27213824.0,0.0073960541666666,43741184.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758665010.0
2025-09-23 22:04:00+00:00,0.0008139323076091,37179392.0,0.0151099106064267,148758528.0,0.0004030919180076,31404032.0,0.0743796970435126,107192320.0,0.0003125006121863,85991424.0,0.0015517623608342,26611712.0,0.0025377006183561,89440256.0,0.0004347812811497,27213824.0,0.00966482392004,43954176.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758665040.0
2025-09-23 22:04:30+00:00,0.0008139323076091,37179392.0,0.0091841785470817,148754432.0,0.0004030919180076,31404032.0,0.0279679303186208,107945984.0,0.0003125006121863,85991424.0,0.0015293688333764,27664384.0,0.0025508742846561,89448448.0,0.0004347812811497,27213824.0,0.0057269474263693,44208128.0,0.0347781078251125,124305408.0,0,0,0,0,0,0,0,0,1,0,1758665070.0
